visit_id,member_id,branch,check_in_time,check_out_time
9771d861,62a5f88a,tunis lake,2025-04-02 21:29:00,2025-04-02 22:46:00
fbb50e78,1a6e7700,Sfax Center,2022-10-22 15:05:00,2022-10-22 16:00:00
aa62e09f,be6dff8b,tunis lake,2023-01-17 19:09:00,2023-01-17 20:28:00
311ae129,4a83eb2c,Tunis Lake,2024-09-29 20:04:00,2024-09-29 21:38:00
1a249d08,9ef078a4,tunis lake,2025-05-07 06:52:00,2025-05-07 08:28:00
00c58679,96f30dc6,Sousse,2025-06-28 08:43:00,2025-06-28 09:48:00
2e6a5050,7b254f80,Tunis Lake,2023-07-30 18:41:00,2023-07-30 19:51:30
dc069dec,48cc1eb8,Nabeul,2022-07-26 20:52:00,2022-07-26 22:11:00
53ba4c46,355b094c,Sousse,2023-07-21 14:53:00,2023-07-21 14:10:00
e196f0b4,b674d1b3,Sousse,2025-01-22 20:59:00,2025-01-22 22:30:00
0f6e46a5,b6d34f13,Sousse Corniche,2025-05-14 09:45:00,2025-05-14 10:17:00
f17e6f9f,c95c389d,tunis lake,2023-06-04 16:32:00,2023-06-04 17:20:00
90704b17,4dfafe6e,tunis lake,2023-04-01 08:16:00,2023-04-01 09:52:00
d4050e26,d8087fc6,Nabeul,2023-07-09 21:48:00,2023-07-09 23:26:00
791b8a0f,64a9e8ef,Nabeul Plage,2023-09-28 21:37:00,2023-09-28 23:16:00
40e2dbfa,acfc030a,Sousse,2025-06-04 09:46:00,2025-06-04 10:44:00
e51fddc5,000baf94,tunis lake,2025-02-03 18:20:00,2025-02-03 19:07:00
1bea760e,fce7bb81,Tunis Lake,2023-07-16 13:12:00,2023-07-16 14:52:00
e47fdcef,464fa587,Sousse Corniche,2024-05-27 17:48:00,2024-05-27 19:29:00
6139649d,000baf94,Sfax_Center,2024-10-02 16:59:00,2024-10-02 17:54:00
db8d2636,84d99d32,tunis lake,2024-04-30 19:47:00,2024-04-30 20:37:00
52bb2dce,dd1b7be4,Bizerte Port,2022-05-20 10:44:00,2022-05-20 11:55:00
d9c23de3,ad01dfb2,Bizerte Port,2023-02-13 20:30:00,2023-02-13 21:41:30
9f2bc582,7d06fc2d,Sousse,2025-07-29 15:23:00,2025-07-29 17:14:00
eb96e3c9,325d4817,Sfax_Center,2024-08-28 18:40:00,2024-08-28 20:07:00
a410af58,2afdc276,Nabeul,2024-12-01 10:43:00,2024-12-01 11:41:00
6575b2a2,c015a4c1,Sfax Center,2024-02-13 09:51:00,2024-02-13 11:17:00
43738ac3,06b37106,Nabeul,2023-01-17 18:30:00,2023-01-17 20:18:00
76e33dc8,6b5a28ad,Sfax Center,2024-03-21 09:51:00,2024-03-21 11:14:00
fcd5e249,7f9aced9,Sousse Corniche,2022-08-28 13:26:00,2022-08-28 14:15:00
8cbb4908,eb517e91,tunis lake,2025-08-31 14:11:00,2025-08-31 15:19:00
67491596,91e5ab15,Sousse,2025-07-17 10:16:00,2025-07-17 11:38:00
bce2b462,0d35cf6e,Tunis Lake,2024-01-13 11:03:00,2024-01-13 12:45:00
a81a78e1,91e5ab15,Nabeul,2025-03-21 16:26:00,2025-03-21 17:44:00
457de973,24246373,Sousse Corniche,2024-09-09 21:46:00,2024-09-09 22:21:00
fe9d0d9e,f3e9fe9a,Sfax Center,2023-06-03 19:08:00,2023-06-03 20:45:00
c3a54494,1dbbad37,Tunis Lake,2024-04-14 09:42:00,2024-04-14 10:50:00
f4bf45ee,f9528f9d,Nabeul Plage,2023-07-25 16:52:00,2023-07-25 17:49:00
0bc0bd6c,682bd7dd,Nabeul Plage,2025-04-26 20:40:00,2025-04-26 22:10:00
047aab71,d9414a19,Nabeul Plage,2025-03-30 07:04:00,2025-03-30 08:16:30
a2ad0fd6,1a6e7700,tunis lake,2022-12-25 07:20:00,2022-12-25 09:04:00
d0605fc1,95a7bad0,tunis lake,2024-10-25 07:47:00,2024-10-25 09:15:00
a911918b,52d5fee2,Sousse Corniche,2023-04-12 07:26:00,2023-04-12 08:34:00
0df10490,fe205945,Sfax_Center,2024-02-03 17:51:00,2024-02-03 19:14:00
32579e0f,7d30db0c,Tunis Lake,2023-09-20 15:58:00,2023-09-20 16:39:00
c85a6387,13cede67,Sfax Center,2022-12-25 06:33:00,2022-12-25 07:20:00
054262ba,72f7d336,Tunis Lake,2022-12-14 07:58:00,2022-12-14 08:35:00
1bac8173,23c9dcc9,tunis lake,2024-04-11 16:13:00,2024-04-11 18:00:00
4d66e970,06b37106,tunis lake,2022-05-12 16:12:00,2022-05-12 17:42:00
a99d3a73,46705947,Bizerte Port,2024-05-26 07:03:00,2024-05-26 07:40:00
81359aa4,fb4f9c66,Nabeul,2023-02-03 20:36:00,2023-02-03 22:12:00
a32aec2b,0d79bc9d,Tunis Lake,2024-01-19 17:38:00,2024-01-19 18:56:00
dd7ded3b,0891cefb,tunis lake,2023-10-28 15:47:00,2023-10-28 17:04:00
08a86273,dee6b9e5,tunis lake,2023-07-06 17:17:00,2023-07-06 18:03:00
6fc32e4c,3b193cda,Tunis Lake,2023-08-16 19:04:00,2023-08-16 21:03:00
38c565df,682bd7dd,tunis lake,2025-06-12 17:34:00,2025-06-12 18:33:00
80125c32,58584a73,Sousse Corniche,2023-11-17 12:16:00,2023-11-17 13:54:00
dfbe1873,b243ae67,Sousse Corniche,2023-01-15 09:13:00,2023-01-15 10:17:00
bc368161,0be6bb68,Sfax_Center,2024-10-21 19:18:00,2024-10-21 18:37:00
db19d640,00d41ba1,Tunis Lake,2023-10-24 10:39:00,2023-10-24 11:47:00
00295a7a,c4042d94,Bizerte Port,2024-02-03 08:57:00,2024-02-03 10:08:30
ba226a9a,2ab249f8,Sfax Center,2022-11-14 11:47:00,2022-11-14 13:06:00
877fad41,8d57ada3,Sfax_Center,2024-09-05 14:59:00,2024-09-05 15:35:00
2da5092b,cf31f7c9,Nabeul,2022-06-24 12:55:00,2022-06-24 13:51:00
88155ecf,53a70bf4,tunis lake,2023-10-26 08:57:00,2023-10-26 10:49:00
73453d83,d4c8a83b,tunis lake,2024-09-18 17:19:00,2024-09-18 17:55:00
463642d2,dbed45f5,Bizerte Port,2022-06-28 06:23:00,2022-06-28 07:31:00
fb4bebde,430f4e9d,Sousse Corniche,2022-06-11 14:18:00,2022-06-11 15:13:00
81a7ec48,ce864e6d,Sfax_Center,2024-09-20 15:54:00,2024-09-20 17:34:00
81eb2ec7,4471ab4d,Sousse Corniche,2025-09-30 18:37:00,2025-09-30 19:11:00
b790bb6c,3ba26e32,Sfax Center,2022-11-10 18:57:00,2022-11-10 19:45:00
54df1482,355885e7,Bizerte Port,2024-12-21 18:40:00,2024-12-21 17:39:00
a755cbfe,d77571ee,Bizerte Port,2023-02-28 20:21:00,2023-02-28 22:04:00
68509deb,061f8201,Nabeul,2024-11-05 18:50:00,2024-11-05 20:26:00
39831172,0fcebbdd,Sousse,2025-07-11 18:41:00,2025-07-11 16:52:00
4f20c08d,1d9e79bb,Sfax_Center,2023-12-06 18:50:00,2023-12-06 20:04:30
f18bfe60,13e7712c,Bizerte Port,2023-10-08 06:21:00,2023-10-08 06:53:00
cd2c5886,f5e6edbb,Sfax_Center,2022-07-02 12:09:00,2022-07-02 12:53:00
6e39efa1,a399a0cb,Sousse Corniche,2024-02-24 21:47:00,2024-02-24 23:01:00
6f52276d,6dfe648a,Nabeul,2023-08-22 09:42:00,2023-08-22 11:26:00
2cc17ba3,3b193cda,Bizerte Port,2023-08-04 15:47:00,2023-08-04 16:31:00
5ca157a7,62b8bf14,Nabeul,2022-08-15 14:37:00,2022-08-15 13:10:00
283eae18,3cc18c79,Sousse Corniche,2022-09-17 20:19:00,2022-09-17 21:58:00
ee185d33,a3482673,tunis lake,2022-07-04 18:52:00,2022-07-04 20:14:00
076cf306,0891cefb,Nabeul Plage,2024-05-21 06:01:00,2024-05-21 07:13:30
e9fdca21,3eb548c0,Bizerte Port,2023-02-20 20:21:00,2023-02-20 21:04:00
3b8da14f,adf9ad52,Sousse Corniche,2024-12-12 11:19:00,2024-12-12 12:05:00
91a5b223,12bade00,Tunis Lake,2024-11-07 12:34:00,2024-11-07 13:40:00
b11acddc,88f7c8f5,Tunis Lake,2023-07-11 15:58:00,2023-07-11 17:08:30
87a500bd,1831601e,Sfax Center,2024-03-19 15:18:00,2024-03-19 16:23:00
316c1ef7,3eb548c0,Sfax_Center,2022-10-07 07:15:00,2022-10-07 08:19:00
f4cdc6a5,dd0f61d9,tunis lake,2023-10-09 13:24:00,2023-10-09 14:41:00
e8f8b1e6,1be7ef1c,Sfax Center,2022-07-08 11:35:00,2022-07-08 12:14:00
1dc64709,2afdc276,Tunis Lake,2025-03-09 06:55:00,2025-03-09 08:51:00
d3e6595d,7f20c678,Sousse Corniche,2022-12-27 06:24:00,2022-12-27 07:28:00
9ddde2de,42b2fc72,Tunis Lake,2023-12-24 19:55:00,2023-12-24 21:10:00
7ba2d120,7ed88aa4,Sfax_Center,2022-12-13 16:04:00,2022-12-13 17:20:00
07c2c327,500a98fd,Sfax Center,2024-10-19 07:11:00,2024-10-19 08:26:00
2ba13fe3,c92631ae,Tunis Lake,2024-05-27 08:17:00,2024-05-27 09:03:00
dcc97cb8,4abb1ace,Sfax_Center,2025-07-03 12:59:00,2025-07-03 13:48:00
33d21171,2eeb7f97,Nabeul,2022-10-23 13:40:00,2022-10-23 15:00:00
5f529f5f,a2ee361f,Sousse Corniche,2023-03-29 09:57:00,2023-03-29 11:26:00
afa3e37b,13e7712c,Sfax Center,2023-08-27 12:05:00,2023-08-27 13:37:00
4a186cf0,26521b4b,Sousse,2023-03-07 13:44:00,2023-03-07 14:49:00
d9dccfbd,d068098c,Sfax_Center,2025-04-18 11:20:00,2025-04-18 13:08:00
03d7c2ab,500a98fd,tunis lake,2024-10-31 17:52:00,2024-10-31 19:51:00
eef927c6,84d99d32,Sfax Center,2023-11-07 11:23:00,2023-11-07 12:18:00
cdc690b2,23c9dcc9,Tunis Lake,2024-03-02 11:21:00,2024-03-02 12:31:30
6cc900ff,90cfd131,Sousse,2024-12-22 13:10:00,2024-12-22 15:00:00
64563a25,691a259d,tunis lake,2024-08-28 07:16:00,2024-08-28 08:33:00
f4f91292,54587789,Sousse,2024-10-09 20:22:00,2024-10-09 22:09:00
d0a551d2,bbba8db6,Sfax_Center,2024-08-22 17:00:00,2024-08-22 17:54:00
b2c30e5b,dd49cdfe,Bizerte Port,2025-07-13 07:22:00,2025-07-13 09:15:00
bb547722,3de59562,tunis lake,2023-02-28 07:25:00,2023-02-28 08:28:00
e41902b6,ba3eefa2,tunis lake,2025-02-17 17:39:00,2025-02-17 18:35:00
678eda2a,10173117,Nabeul,2023-06-17 20:22:00,2023-06-17 22:14:00
98fb33e8,1fd35ab1,tunis lake,2022-12-26 17:24:00,2022-12-26 18:44:00
03e3d4a7,4abb1ace,Nabeul,2025-05-18 11:49:00,2025-05-18 12:19:00
3a4849a6,3bfef1a2,Nabeul Plage,2023-07-05 14:03:00,2023-07-05 15:42:00
ec5a1bbe,444501cd,Tunis Lake,2022-07-12 20:59:00,2022-07-12 21:39:00
0f037b98,4fa63f6c,Sousse,2024-08-02 16:59:00,2024-08-02 18:14:00
c6928095,018b77cd,Sfax Center,2023-02-19 15:20:00,2023-02-19 17:04:00
e746526f,ad01dfb2,Sfax_Center,2023-06-15 14:57:00,2023-06-15 16:44:00
24c27e3c,1d9e79bb,Sfax_Center,2024-05-25 15:53:00,2024-05-25 16:34:00
3446df0f,f51e5826,Sousse,2025-02-07 10:49:00,2025-02-07 12:04:00
cbad92d2,c4042d94,Tunis Lake,2024-05-03 11:16:00,2024-05-03 12:54:00
ba9ee244,ec519242,Nabeul Plage,2024-08-11 08:42:00,2024-08-11 09:15:00
0f42afbe,c4d0e5a0,Sousse,2022-05-05 18:33:00,2022-05-05 20:04:00
87d41098,ec519242,Bizerte Port,2023-12-03 13:53:00,2023-12-03 14:59:00
91f2f97c,fe205945,Sousse,2024-10-07 15:50:00,2024-10-07 16:31:00
f9844612,dc80f3f2,Sousse,2024-11-10 14:38:00,2024-11-10 15:14:00
0a2530e4,eda4bda1,tunis lake,2025-03-20 19:31:00,2025-03-20 20:35:00
88401f3a,57ab4242,tunis lake,2023-09-23 15:29:00,2023-09-23 16:30:00
4e9f235d,6869aa2b,Nabeul Plage,2023-03-21 17:53:00,2023-03-21 18:51:00
294a2c85,9f8bfe91,Sfax_Center,2022-07-08 13:47:00,2022-07-08 14:45:00
56ef291b,c524c36b,Sousse,2024-12-08 18:56:00,2024-12-08 20:51:00
02992af2,be6dff8b,Sousse,2023-04-11 18:58:00,2023-04-11 20:13:00
2017a2fe,ecc1ebad,Sousse,2025-01-21 14:07:00,2025-01-21 16:04:00
8dafd64c,5d2b5164,Sfax_Center,2022-11-21 13:19:00,2022-11-21 14:53:00
d0542bd7,3618ad07,Sfax_Center,2023-06-26 17:02:00,2023-06-26 18:21:00
2b6b7208,5062500d,Nabeul Plage,2022-09-21 12:53:00,2022-09-21 14:31:00
c3a259ab,988c368a,Bizerte Port,2024-01-01 11:24:00,2024-01-01 12:25:00
92759c8c,cfcb50a1,Nabeul,2024-05-21 06:27:00,2024-05-21 08:22:00
a5cb2ebe,cd34df65,Nabeul Plage,2022-12-03 15:28:00,2022-12-03 16:10:00
98e3ddac,451c4d39,Tunis Lake,2023-09-09 07:01:00,2023-09-09 08:54:00
11530b58,fe205945,Nabeul Plage,2024-09-16 18:49:00,2024-09-16 20:01:30
a2a97b7d,8012c754,Sfax Center,2024-03-09 17:27:00,2024-03-09 18:02:00
f44e8da2,a4ed006b,Tunis Lake,2022-12-04 20:50:00,2022-12-04 21:48:00
edb25531,bedc15ea,Sousse Corniche,2022-12-15 19:57:00,2022-12-15 21:34:00
721d60f4,0ac63ef2,Sousse Corniche,2023-06-25 18:27:00,2023-06-25 20:17:00
dc322807,9ee7a985,Bizerte Port,2023-08-04 15:38:00,2023-08-04 17:31:00
0bdfcfd8,500a98fd,Nabeul Plage,2024-11-29 18:09:00,2024-11-29 19:32:00
1e494555,7e23bb2f,Sousse Corniche,2024-08-02 16:03:00,2024-08-02 17:30:00
0a60ea36,3c06d21d,Tunis Lake,2022-03-27 21:01:00,2022-03-27 21:44:00
9165ea6d,2cf40a22,Nabeul,2024-05-26 11:55:00,2024-05-26 12:30:00
ee6e53b2,7f20c678,Sfax_Center,2024-01-11 09:46:00,2024-01-11 11:19:00
5cc5aefd,c9d3da61,Sousse Corniche,2023-03-23 16:15:00,2023-03-23 17:35:00
0367263f,7c68d905,Nabeul,2023-04-03 07:57:00,2023-04-03 09:01:00
6ceb71c2,72f8e54b,Nabeul Plage,2022-08-31 13:38:00,2022-08-31 14:36:00
753a1f1b,481663da,Sfax_Center,2024-10-31 06:17:00,2024-10-31 06:57:00
5013b4d9,6d01d723,Tunis Lake,2023-01-27 08:37:00,2023-01-27 09:40:00
2dfa9196,acfc030a,Nabeul Plage,2025-03-17 12:54:00,2025-03-17 14:19:00
0e92735f,0891cefb,Bizerte Port,2024-03-22 14:09:00,2024-03-22 15:17:00
44721732,0bbbfc36,Bizerte Port,2022-08-11 16:26:00,2022-08-11 18:19:00
cb2df1c3,c4042d94,tunis lake,2024-02-20 21:55:00,2024-02-20 23:03:00
8481d5ec,1ea62eec,tunis lake,2024-06-07 19:32:00,2024-06-07 20:54:00
8ad3d876,061f8201,Sfax Center,2025-04-14 06:38:00,2025-04-14 08:12:00
35912e0e,d90985f3,tunis lake,2024-03-03 12:48:00,2024-03-03 14:38:00
dc2c8b8b,8de85a28,Sousse Corniche,2024-12-03 16:47:00,2024-12-03 17:42:00
4da3e633,efd6f161,Sfax Center,2023-01-31 15:50:00,2023-01-31 17:45:00
2ee3cf65,de4b0859,Nabeul Plage,2023-04-01 21:00:00,2023-04-01 21:52:00
487152cf,81b3a775,Sousse,2024-11-18 21:26:00,2024-11-18 22:20:00
4425b5a2,41d88eda,Sfax Center,2024-09-08 07:35:00,2024-09-08 08:50:00
774e2180,1bfc7254,Sfax Center,2022-07-21 19:49:00,2022-07-21 20:44:00
6f176f77,41d88eda,tunis lake,2024-08-09 16:33:00,2024-08-09 18:27:00
ce50c1ab,fd0fe64e,Nabeul,2024-01-04 12:59:00,2024-01-04 14:53:00
0c7ef0b0,686c37a2,Nabeul Plage,2025-03-17 15:31:00,2025-03-17 17:19:00
f5723782,0be6bb68,Bizerte Port,2024-09-17 14:01:00,2024-09-17 15:12:30
bfa4c02e,d12ea4a6,Tunis Lake,2023-12-24 17:14:00,2023-12-24 18:22:00
7133c946,a84100f0,Bizerte Port,2023-02-07 06:05:00,2023-02-07 06:40:00
c23b7342,42d222b5,Sousse,2024-01-10 09:48:00,2024-01-10 10:18:00
a200c67e,ffe39cef,Tunis Lake,2023-10-15 09:13:00,2023-10-15 07:16:00
8d9f2851,dc18df08,Nabeul Plage,2024-03-01 13:42:00,2024-03-01 15:07:00
b5dddec2,b6d34f13,Sousse,2025-04-04 16:48:00,2025-04-04 18:02:00
40ed4131,dd49cdfe,tunis lake,2024-08-21 11:00:00,2024-08-21 12:28:00
685a3d34,bf486123,tunis lake,2023-07-26 16:43:00,2023-07-26 18:34:00
dc050e98,1c90b1fd,Sfax Center,2025-05-26 20:56:00,2025-05-26 21:39:00
56ef5260,09b789c5,Sousse,2022-11-01 07:22:00,2022-11-01 09:00:00
9c5bd2c6,f45aca7c,Sousse Corniche,2023-06-13 17:14:00,2023-06-13 18:25:00
fcc16a86,6d3617c4,Bizerte Port,2023-10-31 18:57:00,2023-10-31 20:13:00
a87d9705,eaf097ef,Nabeul Plage,2023-09-01 18:44:00,2023-09-01 20:03:00
8d10ab8f,120bfac6,Nabeul Plage,2025-01-20 21:35:00,2025-01-20 22:19:00
cf10edba,be968baa,Sousse,2024-06-14 15:46:00,2024-06-14 16:33:00
f9eeba45,fe205945,Nabeul,2023-11-20 19:24:00,2023-11-20 20:19:00
05e7bc98,704c9b43,tunis lake,2024-06-22 07:34:00,2024-06-22 09:11:00
66ea2270,36342106,tunis lake,2024-10-04 16:34:00,2024-10-04 17:14:00
38596b08,5e6edc93,Bizerte Port,2023-10-05 19:13:00,2023-10-05 20:16:00
964d8130,34f2fbaa,Sousse,2023-02-17 20:58:00,2023-02-17 22:56:00
9b2e4694,9152f1b3,Nabeul Plage,2023-05-06 20:08:00,2023-05-06 21:59:00
0e8a8d15,6d600353,Sfax Center,2023-06-05 13:50:00,2023-06-05 15:30:00
228c43c4,06dfbece,Sousse,2024-12-28 10:13:00,2024-12-28 10:58:00
c10eb52a,6b5a28ad,Tunis Lake,2024-04-05 09:56:00,2024-04-05 10:26:00
a010264f,c4d0e5a0,Sfax_Center,2022-03-31 16:46:00,2022-03-31 18:00:30
18bd327d,84da578c,Sfax Center,2023-10-09 08:44:00,2023-10-09 10:30:00
32d264e0,7d06fc2d,Sfax Center,2025-01-28 14:29:00,2025-01-28 15:27:00
f7f26233,54f088d3,Nabeul,2024-05-17 18:56:00,2024-05-17 20:50:00
ad8b32ce,42b2fc72,Tunis Lake,2023-06-20 09:01:00,2023-06-20 10:26:00
14f11a2d,8f0335b7,Nabeul Plage,2024-05-07 09:49:00,2024-05-07 10:25:00
57461d9e,55c0dc73,Sfax Center,2023-07-28 16:49:00,2023-07-28 18:05:00
a6a35e80,28026b39,Bizerte Port,2024-07-06 14:35:00,2024-07-06 15:54:00
059e47df,ded1198f,Sfax Center,2024-11-03 11:05:00,2024-11-03 12:24:00
507630cb,c4042d94,Sousse,2024-06-22 19:54:00,2024-06-22 21:13:00
b23473a3,c6727525,Bizerte Port,2023-10-28 08:41:00,2023-10-28 10:16:00
e524dddc,c4d0e5a0,Sfax Center,2023-01-16 06:10:00,2023-01-16 07:42:00
93079f65,ba3eefa2,Sousse Corniche,2025-05-15 13:22:00,2025-05-15 14:20:00
20f21b46,27ce5cb3,Bizerte Port,2023-08-31 08:38:00,2023-08-31 09:40:00
a03b43cb,84da578c,Sfax Center,2023-10-10 09:49:00,2023-10-10 11:29:00
b9bc5f96,d62de34d,Nabeul,2022-09-05 08:09:00,2022-09-05 10:05:00
67c94563,9ef078a4,Sousse Corniche,2024-10-17 16:36:00,2024-10-17 17:30:00
b76a30cc,9b652852,Nabeul,2024-05-04 18:37:00,2024-05-04 19:20:00
bfde9c2c,eccdfe3f,Sousse Corniche,2022-06-23 21:52:00,2022-06-23 23:08:00
df2d6ede,000baf94,Sfax Center,2024-05-09 07:38:00,2024-05-09 08:24:00
6731246d,7cabf280,Nabeul,2024-07-18 08:24:00,2024-07-18 10:03:00
9966b0d8,b72e73b5,Tunis Lake,2022-05-06 11:03:00,2022-05-06 12:42:00
23e25728,e60eee5e,Tunis Lake,2023-08-08 14:24:00,2023-08-08 14:54:00
b102e4ca,7b254f80,Tunis Lake,2023-04-09 11:13:00,2023-04-09 11:55:00
c9f5bb37,52dda74b,Sousse,2024-05-02 20:54:00,2024-05-02 22:10:00
3d210d26,393ecfc5,Sfax_Center,2025-03-23 06:38:00,2025-03-23 07:27:00
9a9b52b9,41d88eda,tunis lake,2024-10-05 10:22:00,2024-10-05 11:54:00
e6468946,0eee54c5,Sfax_Center,2022-10-18 09:52:00,2022-10-18 10:25:00
ca4bbc02,018b77cd,Bizerte Port,2023-05-29 09:33:00,2023-05-29 10:20:00
fce75f8b,691a259d,Sousse Corniche,2024-12-04 20:05:00,2024-12-04 20:47:00
2c929f8a,b5d8621c,Nabeul,2024-08-06 10:59:00,2024-08-06 12:16:00
87bc557b,f2e38ecd,Nabeul Plage,2025-03-01 11:21:00,2025-03-01 12:33:30
28e6b527,f51e5826,Sousse,2024-11-23 20:29:00,2024-11-23 21:23:00
c7a6d3b3,191f7b78,Sfax_Center,2023-11-18 18:12:00,2023-11-18 18:52:00
00368e70,072be2f4,Sousse Corniche,2023-05-26 15:11:00,2023-05-26 16:25:00
46c831ad,0ce5c8d2,Sfax Center,2022-12-31 10:08:00,2022-12-31 11:08:00
52095d6f,12bade00,Bizerte Port,2025-02-16 20:55:00,2025-02-16 22:24:00
859418d2,4a838e80,Tunis Lake,2022-11-05 13:24:00,2022-11-05 14:31:00
2fb65f4d,3b193cda,tunis lake,2023-04-02 16:35:00,2023-04-02 17:15:00
d02511c1,5d343d60,Sousse Corniche,2024-07-24 17:18:00,2024-07-24 18:26:00
73e1c078,46705947,Sfax Center,2023-12-31 10:05:00,2023-12-31 11:19:00
923f9c0c,5053b626,Sousse,2023-05-22 10:56:00,2023-05-22 12:54:00
1e2b4aaf,e60eee5e,Sousse Corniche,2023-03-08 07:42:00,2023-03-08 09:05:00
763f0fa1,a2ee361f,Sfax_Center,2023-11-29 13:54:00,2023-11-29 15:09:00
0fd451d5,a89f7e22,Tunis Lake,2024-10-18 07:53:00,2024-10-18 08:52:00
64a3fd4d,83cbc914,tunis lake,2023-01-26 21:42:00,2023-01-26 22:35:00
bacb5d10,48f0d76d,Nabeul,2023-06-09 08:18:00,2023-06-09 09:36:00
87dd2df3,0ba73a3d,Nabeul Plage,2022-12-28 11:36:00,2022-12-28 12:28:00
9150246d,fee79538,tunis lake,2022-08-12 10:22:00,2022-08-12 11:00:00
dac5a82e,be968baa,Sousse,2025-01-03 14:17:00,2025-01-03 14:55:00
36a8a7a7,b243ae67,Sfax Center,2023-01-11 16:47:00,2023-01-11 18:00:00
6fd22f60,33a08bdc,tunis lake,2023-03-07 09:39:00,2023-03-07 10:31:00
f975a068,7d30db0c,Sousse Corniche,2023-11-07 16:36:00,2023-11-07 17:25:00
024f7d27,c524c36b,tunis lake,2024-12-28 14:30:00,2024-12-28 15:09:00
3f9bd75c,2d4d2330,Bizerte Port,2023-02-12 09:42:00,2023-02-12 11:35:00
33e9bca5,fa11a689,Nabeul Plage,2023-01-03 16:06:00,2023-01-03 17:03:00
c0dd86e5,d4c8a83b,tunis lake,2024-10-11 20:27:00,2024-10-11 21:29:00
c312dc73,4991f6d7,Nabeul,2023-12-26 11:21:00,2023-12-26 12:37:30
2a1033b8,dc620dd5,Sfax_Center,2024-03-21 17:20:00,2024-03-21 18:58:00
cb2ecf12,bbba8db6,Nabeul,2025-01-12 09:09:00,2025-01-12 10:26:00
6cf4e620,afb60948,Bizerte Port,2025-07-03 10:01:00,2025-07-03 11:56:00
34cd7b9e,3eccfebb,Sfax Center,2024-04-20 11:50:00,2024-04-20 13:30:00
ced378cb,b5d8621c,Sfax Center,2024-10-21 18:07:00,2024-10-21 19:45:00
76f437fe,c4042d94,tunis lake,2024-07-19 06:07:00,2024-07-19 07:11:00
97d99fe1,b132bbc1,Sfax_Center,2024-09-21 15:31:00,2024-09-21 16:14:00
a0570ba3,78bf6ab6,Bizerte Port,2022-08-31 11:58:00,2022-08-31 12:42:00
1b6d02ae,8df4bc3b,Sousse,2022-09-14 13:31:00,2022-09-14 14:56:00
df51763c,8b89a062,tunis lake,2025-05-30 07:43:00,2025-05-30 09:14:00
06ce0814,fcc59557,Sousse,2024-04-08 08:06:00,2024-04-08 09:38:00
6b422df7,223b72fa,tunis lake,2024-05-07 13:00:00,2024-05-07 13:30:00
b7c9872b,9f29f39a,Tunis Lake,2022-09-12 17:16:00,2022-09-12 18:26:30
fe582677,bedc15ea,Sousse Corniche,2022-10-11 11:54:00,2022-10-11 13:19:00
0c54e4d3,a543784b,Sfax Center,2023-04-17 14:18:00,2023-04-17 14:54:00
562dbd19,95a7bad0,Sousse,2024-08-07 18:03:00,2024-08-07 19:24:00
ccb0b177,1af6c837,Sfax_Center,2024-11-25 14:07:00,2024-11-25 15:11:00
b8d11edf,c6727525,Bizerte Port,2024-01-04 21:23:00,2024-01-04 23:18:00
3a989c47,f2e38ecd,Nabeul,2025-03-14 06:36:00,2025-03-14 07:52:30
d619b658,7c68d905,tunis lake,2023-04-09 10:30:00,2023-04-09 11:53:00
eec6d9bb,9d7b9eb3,Tunis Lake,2024-03-19 15:27:00,2024-03-19 16:18:00
88d6eee6,4f91c2cf,Sfax Center,2024-12-15 07:54:00,2024-12-15 09:23:00
8a4fbd86,7478ca0a,Nabeul,2025-04-13 13:25:00,2025-04-13 12:07:00
c9908076,7ed88aa4,Sfax_Center,2023-05-28 07:08:00,2023-05-28 08:06:00
06a73227,22aef91c,Sfax Center,2023-01-12 07:21:00,2023-01-12 08:10:00
57a38802,ffe39cef,Sousse,2023-01-21 13:32:00,2023-01-21 14:53:00
7ee7d292,24246373,Sousse Corniche,2024-12-11 20:13:00,2024-12-11 21:11:00
37d5c295,04746c03,Nabeul,2024-07-05 19:08:00,2024-07-05 20:29:00
ce582353,26191ead,Sfax_Center,2025-05-30 17:16:00,2025-05-30 18:42:00
cff2cb9e,88f7c8f5,Tunis Lake,2023-02-06 09:44:00,2023-02-06 11:17:00
acb7b551,06672864,Nabeul Plage,2024-08-01 18:47:00,2024-08-01 20:30:00
55a5e2ae,1778c684,Sfax_Center,2024-03-09 17:27:00,2024-03-09 19:04:00
37665616,dc1a0233,Nabeul Plage,2025-04-25 16:40:00,2025-04-25 17:36:00
7c658125,e24f64a8,Nabeul,2023-05-07 13:34:00,2023-05-07 15:11:00
7ff8e73a,bb3835b9,tunis lake,2025-05-28 16:11:00,2025-05-28 17:21:00
989cf15d,bc27fb86,Nabeul,2022-11-05 13:39:00,2022-11-05 14:11:00
64914e52,c4ce9d0c,Tunis Lake,2024-09-05 20:19:00,2024-09-05 22:05:00
9fe291ad,4f623c79,Sfax_Center,2024-05-02 21:48:00,2024-05-02 23:29:00
ed506237,8df4bc3b,Sfax_Center,2023-07-07 13:21:00,2023-07-07 14:35:30
d0966e27,15464931,Tunis Lake,2024-09-10 13:39:00,2024-09-10 14:30:00
70153ff0,f45aca7c,Tunis Lake,2022-08-01 17:03:00,2022-08-01 18:02:00
